	item_code	link	Product_Code	Video_ID
0	95452126	https://www.totalwine.com/beer/ale/wheat-ale/anchor-summer-beer/p/95452126	95452126	60288969
1	95452226	https://www.totalwine.com/beer/ale/wheat-ale/anchor-summer-beer/p/95452226	95452226	60288969
2	120032750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-gloria-st-julien/p/120032750	120032750	63184168
3	79703750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/courtney-benham-cabernet-sauvignon-stags-leap-district/p/79703750	79703750	76393368
4	581010	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vs/p/581010	581010	188167669
5	581050	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vs/p/581050	581050	188167669
6	581100	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vs/p/581100	581100	188167669
7	581175	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vs/p/581175	581175	188167669
8	581200	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vs/p/581200	581200	188167669
9	581375	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vs/p/581375	581375	188167669
10	581750	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vs/p/581750	581750	188167669
11	26008750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-gloria-st-julien/p/26008750	26008750	63184168
12	26010750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-gloria-st-julien/p/26010750	26010750	63184168
13	26011750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-gloria-st-julien/p/26011750	26011750	63184168
14	26012750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-gloria-st-julien/p/26012750	26012750	63184168
15	27208750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-de-ferrand-st-emilion-grand-cru/p/27208750	27208750	45924834
16	27210750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-de-ferrand-st-emilion-grand-cru/p/27210750	27210750	45924834
17	27212750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-de-ferrand-st-emilion-grand-cru/p/27212750	27212750	45924834
18	40310750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-lanessan-haut-medoc/p/40310750	40310750	63184170
19	582010	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vsop/p/582010	582010	188167670
20	582050	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vsop/p/582050	582050	188167670
21	582175	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vsop/p/582175	582175	188167670
22	582375	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vsop/p/582375	582375	188167670
23	582750	https://www.totalwine.com/spirits/brandy-&-cognac/cognac/hennessy-vsop/p/582750	582750	188167670
24	8119750	https://www.totalwine.com/wine/white-wine/chardonnay/sonoma-loeb-chardonnay-sonoma-county/p/8119750	8119750	362603642
25	93091750	https://www.totalwine.com/wine/red-wine/red-blend/biltmore-estate-cardinals-crst-red/p/93091750	93091750	138082371
26	11128121	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/breckenridge-lucky-u-ipa/p/11128121	11128121	58104982
27	146721750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/146721750	146721750	56037177
28	11128126	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/breckenridge-lucky-u-ipa/p/11128126	11128126	58104982
29	147676015	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/147676015	147676015	56037177
30	11128903	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/breckenridge-lucky-u-ipa/p/11128903	11128903	58104982
31	98283750	https://www.totalwine.com/wine/white-wine/sauvignon-blanc/courtney-benham-sauvignon-blanc-napa/p/98283750	98283750	76393087
32	94948126	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/dogfish-head-60-minute-ipa/p/94948126	94948126	47723074
33	96998750	https://www.totalwine.com/wine/red-wine/pinot-noir/belle-glos-pinot-noir-clark-&-telephone/p/96998750	96998750	56018103
34	22409750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/22409750	22409750	56037177
35	22411015	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/22411015	22411015	56037177
36	94948900	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/dogfish-head-60-minute-ipa/p/94948900	94948900	47723074
37	22411030	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/22411030	22411030	56037177
38	22411750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/22411750	22411750	56037177
39	22495015	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/22495015	22495015	56037177
40	95130134	https://www.totalwine.com/beer/ale/belgian-style-ale/allagash-dubbel-reserve/p/95130134	95130134	63100311
41	95130750	https://www.totalwine.com/beer/ale/belgian-style-ale/allagash-dubbel-reserve/p/95130750	95130750	63100311
42	95130903	https://www.totalwine.com/beer/ale/belgian-style-ale/allagash-dubbel-reserve/p/95130903	95130903	63100311
43	97111903	https://www.totalwine.com/beer/lager/bock/samuel-adams-small-batch-the-vixen-chocolate-chili-bock/p/97111903	97111903	64556108
44	94589750	https://www.totalwine.com/wine/red-wine/merlot/martin-ray-merlot-napa/p/94589750	94589750	76393629
45	11679121	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/redhook-long-hammer-ipa/p/11679121	11679121	44730087
46	11679122	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/redhook-long-hammer-ipa/p/11679122	11679122	44730087
47	94068750	https://www.totalwine.com/wine/white-wine/sauvignon-blanc/chateau-belingard-bergerac-blanc/p/94068750	94068750	54323002
48	11679126	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/redhook-long-hammer-ipa/p/11679126	11679126	44730087
49	34110750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet/p/34110750	34110750	56018101
50	11679127	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/redhook-long-hammer-ipa/p/11679127	11679127	44730087
51	11679162	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/redhook-long-hammer-ipa/p/11679162	11679162	44730087
52	34111750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet/p/34111750	34111750	56018101
53	11679226	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/redhook-long-hammer-ipa/p/11679226	11679226	44730087
54	11679901	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/redhook-long-hammer-ipa/p/11679901	11679901	44730087
55	11679903	https://www.totalwine.com/beer/ale/ipa-(india-pale-ale)/redhook-long-hammer-ipa/p/11679903	11679903	44730087
56	95569015	https://www.totalwine.com/wine/white-wine/sauvignon-blanc/anakena-sauvignon-blanc/p/95569015	95569015	87121330
57	95569750	https://www.totalwine.com/wine/white-wine/sauvignon-blanc/anakena-sauvignon-blanc/p/95569750	95569750	87121330
58	73110750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-andron-blanquet-st-estephe/p/73110750	73110750	57006169/
59	97483121	https://www.totalwine.com/beer/lager/german-pilsner/bavik-premium-pilsner/p/97483121	97483121	84048338
60	93316226	https://www.totalwine.com/beer/ale/strong-ale/stone-arrogant-bastard-ale/p/93316226	93316226	65589911
61	93316901	https://www.totalwine.com/beer/ale/strong-ale/stone-arrogant-bastard-ale/p/93316901	93316901	65589911
62	97483811	https://www.totalwine.com/beer/lager/german-pilsner/bavik-premium-pilsner/p/97483811	97483811	84048338
63	93316903	https://www.totalwine.com/beer/ale/strong-ale/stone-arrogant-bastard-ale/p/93316903	93316903	65589911
64	5694127	https://www.totalwine.com/beer/variety-packs-&-gift-sets/variety-packs/saranac-twelve-beers-of-winter/p/5694127	5694127	83714305
65	3002126	https://www.totalwine.com/beer/lager/california-common/steam-beer/anchor-steam-beer/p/3002126	3002126	60288946
66	3002127	https://www.totalwine.com/beer/lager/california-common/steam-beer/anchor-steam-beer/p/3002127	3002127	60288946
67	3002226	https://www.totalwine.com/beer/lager/california-common/steam-beer/anchor-steam-beer/p/3002226	3002226	60288946
68	3002901	https://www.totalwine.com/beer/lager/california-common/steam-beer/anchor-steam-beer/p/3002901	3002901	60288946
69	3002903	https://www.totalwine.com/beer/lager/california-common/steam-beer/anchor-steam-beer/p/3002903	3002903	60288946
70	97337122	https://www.totalwine.com/beer/lager/american-all-malt-lager/shiner-premium/p/97337122	97337122	80935217
71	97337126	https://www.totalwine.com/beer/lager/american-all-malt-lager/shiner-premium/p/97337126	97337126	80935217
72	97337127	https://www.totalwine.com/beer/lager/american-all-malt-lager/shiner-premium/p/97337127	97337127	80935217
73	59742226	https://www.totalwine.com/beer/specialty-styles/chili-beer/rogue-chipotle-ale/p/59742226	59742226	82096549
74	597422901	https://www.totalwine.com/beer/specialty-styles/chili-beer/rogue-chipotle-ale/p/597422901	597422901	82096549
75	98797015	https://www.totalwine.com/wine/red-wine/sangiovese/bellini-sangiovese/p/98797015	98797015	88389361
76	98797750	https://www.totalwine.com/wine/red-wine/sangiovese/bellini-sangiovese/p/98797750	98797750	88389361
77	94588375	https://www.totalwine.com/wine/white-wine/chardonnay/martin-ray-chardonnay-sonoma-coast/p/94588375	94588375	76547100
78	92239126	https://www.totalwine.com/beer/ale/brown-ale/dogfish-head-indian-brown-ale/p/92239126	92239126	47724404
79	94588750	https://www.totalwine.com/wine/white-wine/chardonnay/martin-ray-chardonnay-sonoma-coast/p/94588750	94588750	76547100
80	92239901	https://www.totalwine.com/beer/ale/brown-ale/dogfish-head-indian-brown-ale/p/92239901	92239901	47724404
81	96100750	https://www.totalwine.com/wine/white-wine/riesling/dr-heidemanns-bernkastel-kabinett/p/96100750	96100750	88389053
82	88247750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/dominican-oaks-cabernet-napa/p/88247750	88247750	94221278
83	94235750	https://www.totalwine.com/wine/white-wine/melon-de-bourgogne/chateau-du-jaunay-muscadet-sevre/p/94235750	94235750	88900381
84	95405126	https://www.totalwine.com/beer/ale/pale-ale/shipyard-ringwood-old-thumper/p/95405126	95405126	145906108
85	8157126	https://www.totalwine.com/beer/ale/stout/sierra-nevada-stout/p/8157126	8157126	61283424
86	95563015	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/anakena-cabernet/p/95563015	95563015	87121719
87	95563750	https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/anakena-cabernet/p/95563750	95563750	87121719
88	94672750	https://www.totalwine.com/wine/red-wine/red-blend/duplin-christmas-red/p/94672750	94672750	138084222
89	10990122	https://www.totalwine.com/beer/ale/wheat-ale/samuel-adams-summer-ale/p/10990122	10990122	64555891
90	10990126	https://www.totalwine.com/beer/ale/wheat-ale/samuel-adams-summer-ale/p/10990126	10990126	64555891
91	97161750	https://www.totalwine.com/wine/red-wine/merlot/luc-pirlet-merlot/p/97161750	97161750	100748539
92	14442750	https://www.totalwine.com/wine/white-wine/pinot-grigio/pinot-gris/albino-armani-pinot-grigio-corvara/p/14442750	14442750	100748930
93	10990127	https://www.totalwine.com/beer/ale/wheat-ale/samuel-adams-summer-ale/p/10990127	10990127	64555891
94	10990128	https://www.totalwine.com/beer/ale/wheat-ale/samuel-adams-summer-ale/p/10990128	10990128	64555891
95	10990226	https://www.totalwine.com/beer/ale/wheat-ale/samuel-adams-summer-ale/p/10990226	10990226	64555891
96	98382750	https://www.totalwine.com/wine/white-wine/white-blend/anakena-ona-special-reserve-white/p/98382750	98382750	87121338
97	10990901	https://www.totalwine.com/beer/ale/wheat-ale/samuel-adams-summer-ale/p/10990901	10990901	64555891
98	10990903	https://www.totalwine.com/beer/ale/wheat-ale/samuel-adams-summer-ale/p/10990903	10990903	64555891
99	57395750	https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-de-cornemps/p/57395750	57395750	88900379
100	99771121	https://www.totalwine.com/beer/ale/brown-ale/avery-ellie's-brown-ale/p/99771121	99771121	67643443
101	93399750	https://www.totalwine.com/wine/white-wine/riesling/chateau-ste-michelle-riesling-eroica/p/93399750	93399750	44734481
102	99771126	https://www.totalwine.com/beer/ale/brown-ale/avery-ellie's-brown-ale/p/99771126	99771126	67643443
103	98368750	https://www.totalwine.com/wine/red-wine/pinot-noir/philip-lehardi-mercurey-1er-cru-rouge/p/98368750	98368750	45924835
